Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
xmind,org.xmind.ui.datepicker,MonthAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,YearAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,AnimationAdvisor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,MinutesFigure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,DateLabelProvider,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,TextLayer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,IAnimationAdvisor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,SelectFeedbackLayer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,PreselectFeedbackLayer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,NextYearAnimation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,LastYearAnimation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,NextMonthAnimation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,LastMonthAnimation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,BaseFigure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,BaseFigure,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PRESELECTED; SELECTED; PRESSED; CONTENT; alpha; pane
xmind,org.xmind.ui.datepicker,DatePanelLayout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,Messages,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: BUNDLE_NAME; January; Feburary; March; April; May; June; July; August; September; October; November; December; Monday; Tuesday; Wednesday; Thursday; Friday; Saturday; Sunday; TodayPattern; None; Illegal; TimeCheckInvalid_label; TimeCheckInvalidSmall_message; TimeCheckInvalidBig_message; DatePicker_Time_AM_text; DatePicker_Time_PM_text
xmind,org.xmind.ui.datepicker,MonthFigure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,HourFigure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,ArrowFigure,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LEFT; RIGHT; UP; DOWN; len; orientation
xmind,org.xmind.ui.datepicker,Arrow,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,PressFeedbackLayer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,DayFigure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,ConstraintStackLayout,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,DatePicker,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MONTHS; WEEK_SYMBOLS; TIME_12; TIME_24; CORNER; LOAD_TIMEPICKER; FUTURE_YEARS; PASSED_YEARS; TEXT; WEEKEND; SEPARATOR; TODAY; WEEK_SYMBOL; ARROW_BORDER; ARROW_FILL; CANCEL; TIME; NORMAL_ALPHA; SIBLING_MONTH_ALPHA; DURATION; TOTAL_DAYS; dayPressed; pretarget; canvas; target; month; year; monthsToRoll; yearsToRoll; duration; oldYear; oldMonth; newYear; newMonth; style; type; control; datePicker; timePicker; hourFigure; minutesFigure; timeLabel; beforeTime; afterTime; placeholder; dateLabelProvider; dropdownDatePicker; today; currentMonth; currentYear; currentHour; currentMinutes; selection; dateLayer; datePanel; monthFigure; yearFigure; todayFigure; cancelFigure; eventHandler; monthMenu; monthActions; yearMenu; yearActions; lastYear; nextYear; lastMonth; nextMonth; firingSelectionChange; animating; animationAdvisor; isPopupEditing
xmind,org.xmind.ui.datepicker,DatePicker,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 73 public methods
xmind,org.xmind.ui.datepicker,EventHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,DropdownDatePicker,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,MonthAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,YearAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,AnimationAdvisor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,CalendarAnimation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.ui.datepicker,HorizontalLine,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.gef.ui.internal,CommandStackPropertyTester,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
xmind,org.xmind.gef.ui.internal,ActionMessages,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: UndoText; UndoTooltip; UndoTextFormat; UndoTooltipFormat; RedoText; RedoTooltip; RedoTextFormat; RedoTooltipFormat
xmind,org.xmind.gef.ui.internal,ActionMessages,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: UndoText; UndoTooltip; UndoTextFormat; UndoTooltipFormat; RedoText; RedoTooltip; RedoTextFormat; RedoTooltipFormat
xmind,org.xmind.gef.ui.internal,GEFPlugin,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: PLUGIN_ID; plugin
