Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 180
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 180
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 180
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 180
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 180
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 180
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 90
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
xmind,org.xmind.ui.internal.decorations,RoundedRectBalloonCalloutBranchConnection,route,Magic Number,The method contains a magic number: 2
